word,display,translation,example,type,example_source,question_id,count,target_language
schwimmbad,"das Schwimmbad, Schwimmbäder","swimming pool , استخر شنا",Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …,noun,question,281,1,"en,fa"
schöffe,"der Schöffe, Schöffen","juror , بزرگان",Was macht eine Schöffin/ein Schöffe in Deutschland? Sie/Er …,noun,question,140,1,"en,fa"
schöffin,"die Schöffin, Schöffinnen","alderwoman , رئیس",Was macht eine Schöffin/ein Schöffe in Deutschland? Sie/Er …,noun,question,140,1,"en,fa"
sehen,sehen,"See , ببینید",Welches Symbol ist im Plenarsaal des Deutschen Bundestages zu sehen?,verb,question,216,1,"en,fa"
sehr,sehr,"very , بسیار","Was man für die Arbeit können muss, ändert sich in Zukunft sehr schnell. Was kann man tun?",word,question,284,1,"en,fa"
selbst,das Selbst,"itself , خودش",Man darf sich seinen Wohnort selbst aussuchen.,noun,answer,19,1,"en,fa"
sitzen,sitzen,"sit , بنشین",im Rollstuhl sitzt.,verb,answer,278,1,"en,fa"
sogenannter,sogenannten,"so-called , به اصطلاح",206. Woran erinnern die sogenannten „Stolpersteine“ in Deutschland?,word,question,206,1,"en,fa"
solcher,solchen,"such , چنین","In den meisten Mietshäusern in Deutschland gibt es eine ""Hausordnung"". Was steht in einer solchen ""Hausordnung""? Sie nennt …",word,question,279,1,"en,fa"
sorgen,sorgen,"provide , مراقبت از","richtet sich nach Angebot und Nachfrage, aber der Staat sorgt für einen sozialen Ausgleich.",verb,answer,171,1,"en,fa"
sowjetisch,sowjetischen,"Soviet , شوروی",sowjetischen Besatzungszone,word,answer,172,1,"en,fa"
sozialabgabe,Sozialabgaben,"social security contribution , سهم اجتماعی",Sozialabgaben,word,answer,35,1,"en,fa"
staatsangehörige,die Staatsangehörige,"nationals , ملی پوشان",Er bezahlt für alle Staatsangehörigen Urlaubsreisen.,noun,answer,47,1,"en,fa"
staatsform,"die Staatsform, Staatsformen","form of government , شکل حکومت",Was für eine Staatsform hat Deutschland?,noun,question,22,1,"en,fa"
staatspräsident,"der Staatspräsident, Staatspräsidenten","president , رئیس جمهور ایالت",Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?,noun,question,235,1,"en,fa"
staatssicherheit,"die Staatssicherheit, Staatssicherheiten","state security , امنیت دولتی",das Ministerium für Staatssicherheit.,noun,answer,199,1,"en,fa"
standesamt,"das Standesamt, Standesämter","registry office , اداره ثبت احوال",zum Standesamt,noun,answer,265,1,"en,fa"
stark,stärksten,"strong , قوی",eine Abgeordnete/ein Abgeordneter der stärksten Fraktion,word,answer,57,1,"en,fa"
stellen,stellen,"place , محل",Sie muss einen Antrag bei der Elterngeldstelle stellen.,verb,answer,241,1,"en,fa"
steuerbescheid,"der Steuerbescheid, Steuerbescheide","tax assessment , ارزیابی مالیاتی","Wenn Sie sich in Deutschland gegen einen falschen Steuerbescheid wehren wollen, müssen Sie …",noun,question,280,1,"en,fa"
steuererklärung,"die Steuererklärung, Steuererklärungen","tax return , اظهارنامه مالیاتی","Warum muss man in Deutschland bei der Steuererklärung aufschreiben, ob man zu einer Kirche gehört oder nicht? Weil …",noun,question,291,1,"en,fa"
stimmzettel,"der Stimmzettel, Stimmzettel","ballot paper , برگه رای","Welcher Stimmzettel wäre bei einer Bundestagswahl gültig? In Anlehnung an Bundeswahlordnung (BWO), Anlage 26",noun,question,130,1,"en,fa"
stolperstein,"der Stolperstein, Stolpersteine","stumbling block , سنگ مانع",206. Woran erinnern die sogenannten „Stolpersteine“ in Deutschland?,noun,question,206,1,"en,fa"
strafgesetze,Strafgesetze,"criminal laws , قوانین جزایی","In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, …",word,question,263,1,"en,fa"
strafmündig,strafmündig,"criminally liable , مسئولیت کیفری","In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, …",word,question,263,1,"en,fa"
straftat,"die Straftat, Straftaten","offense , جنایت",eine Straftat begangen hat und angeklagt wird.,noun,answer,139,1,"en,fa"
studium,"das Studium, Studien","study , مطالعات","Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?",noun,question,244,1,"en,fa"
stufe,"die Stufe, Stufen","level , سطح",Die Bundesrepublik Deutschland hat einen dreistufigen Verwaltungsaufbau. Wie heißt die unterste politische Stufe?,noun,question,69,1,"en,fa"
tannenbaum,"der Tannenbaum, Tannenbäume","fir tree , درخت صنوبر",einen Tannenbaum schmücken,noun,answer,271,1,"en,fa"
thema,das Thema,"topic , موضوع",Wo können Sie sich in Berlin über politische Themen informieren?,noun,question,BE-6,1,"en,fa"
tochter,"die Tochter, Töchter","daughter , دختر",Sie müssen die Entscheidung der volljährigen Tochter respektieren.,noun,answer,267,1,"en,fa"
tote,die Tote,"dead , مرده",Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?,noun,question,235,1,"en,fa"
tragen,tragen,"carry , حمل کنید",Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?,verb,question,264,1,"en,fa"
treffen,"das Treffen, Treffen","meet , ملاقات کنید",Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?,noun,question,235,1,"en,fa"
trennungsjahr,Trennungsjahr,"year of separation , سال جدایی","In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das ""Trennungsjahr"" einhalten. Was bedeutet das?",word,question,254,1,"en,fa"
uhr,"die Uhr, Uhren","clock , ساعت",um 22 Uhr,noun,answer,266,1,"en,fa"
umsatzsteuer,"die Umsatzsteuer, Umsatzsteuern","sales tax , مالیات بر فروش",Umsatzsteuer,noun,answer,285,1,"en,fa"
umstand,"der Umstand, Umstände","circumstance , واقعیت",Vom Juni 1948 bis zum Mai 1949 wurden die Bürgerinnen und Bürger von West-Berlin durch eine Luftbrücke versorgt. Welcher Umstand war dafür verantwortlich?,noun,question,178,1,"en,fa"
umziehen,umziehen,"move , حرکت کنید","Wo müssen Sie sich anmelden, wenn Sie in Deutschland umziehen?",verb,question,253,1,"en,fa"
unantastbarkeit,die Unantastbarkeit,"inviolability , تخلف ناپذیری",die Unantastbarkeit der Menschenwürde,noun,answer,18,1,"en,fa"
unbedingt,unbedingt,"absolutely , مطلقا",Ein Ehepaar möchte in Deutschland ein Restaurant eröffnen. Was braucht es dazu unbedingt?,word,question,256,1,"en,fa"
unbezahlt,unbezahlt,"unpaid , پرداخت نشده",Sie arbeiten freiwillig und unbezahlt in Vereinen und Verbänden.,word,answer,132,1,"en,fa"
ungerechtfertigt,ungerechtfertigter,"unjustified , غیر موجه",ungerechtfertigter Kündigung durch Ihre Chefin/Ihren Chef.,word,answer,136,1,"en,fa"
ungleichbehandlung,Ungleichbehandlung,"unequal treatment , رفتار نابرابر",Ungleichbehandlung der Bürgerinnen und Bürger durch den Staat.,word,answer,17,1,"en,fa"
unrecht,das Unrecht,"wrong , اشتباه","Was kann ich in Deutschland machen, wenn mir meine Arbeitgeberin/mein Arbeitgeber zu Unrecht gekündigt hat?",noun,question,138,1,"en,fa"
unterbrechen,unterbrechen,"interrupt , قطع کردن",Die Sowjetunion unterbrach den gesamten Verkehr auf dem Landwege.,verb,answer,178,1,"en,fa"
unterliegen,unterliegen,"subject to , موضوع به",Welchem Grundsatz unterliegen Wahlen in Deutschland? Wahlen in Deutschland sind …,verb,question,122,1,"en,fa"
unterschiedlich,unterschiedlichen,"different , متفاوت است",weil dadurch die unterschiedlichen Meinungen der Bürgerinnen und Bürger vertreten werden,word,answer,41,1,"en,fa"
unterstützung,"die Unterstützung, Unterstützungen","support , پشتیبانی کنید",die Unterstützung einer Anwältin/eines Anwalts,noun,answer,275,1,"en,fa"
urlaubsreise,"die Urlaubsreise, Urlaubsreisen","vacation trip , سفر تعطیلات",Er bezahlt für alle Staatsangehörigen Urlaubsreisen.,noun,answer,47,1,"en,fa"
urteil,"das Urteil, Urteile","judgment , حکم",arbeitet an einem Gericht und spricht Urteile.,noun,answer,142,1,"en,fa"
verabschiedung,"die Verabschiedung, Verabschiedungen","Adoption , فرزندخواندگی",an die Verabschiedung des Grundgesetzes,noun,answer,220,1,"en,fa"
verantwortung,"die Verantwortung, Verantwortungen","responsibility , مسئولیت",Woraus begründet sich Deutschlands besondere Verantwortung für Israel?,noun,question,288,1,"en,fa"
verband,"der Verband, Verbände","association , متصل است",Sie arbeiten freiwillig und unbezahlt in Vereinen und Verbänden.,noun,answer,132,1,"en,fa"
verbot,"das Verbot, Verbote","forbidden , ممنوع کردن",das Verbot von Parteien,noun,answer,170,1,"en,fa"
verbrechen,"das Verbrechen, Verbrechen","crime , جنایت",aus den nationalsozialistischen Verbrechen gegen Juden,noun,answer,288,1,"en,fa"
verbreitung,"die Verbreitung, Verbreitungen","spread , گسترش",bei der öffentlichen Verbreitung falscher Behauptungen über einzelne Personen,noun,answer,16,1,"en,fa"
verdun,Verdun,"evaporate , سرخابی",Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?,word,question,235,1,"en,fa"
verein,"der Verein, Vereine","association , انجمن",Sie arbeiten freiwillig und unbezahlt in Vereinen und Verbänden.,noun,answer,132,1,"en,fa"
vereinbar,vereinbar,"compatible , سازگار",Was ist mit dem deutschen Grundgesetz vereinbar?,word,question,10,1,"en,fa"
vereinigung,"die Vereinigung, Vereinigungen","association , انجمن",Wie nennt man in Deutschland die Vereinigung von Abgeordneten einer Partei im Parlament?,noun,question,89,1,"en,fa"
vereint,Vereinten,"United , متحد",eine Resolution der Vereinten Nationen,word,answer,184,1,"en,fa"
verfahren,"das Verfahren, Verfahren","procedure , رویه",Wie nennt man in Deutschland ein Verfahren vor einem Gericht?,noun,question,146,1,"en,fa"
verfassungsorgan,"das Verfassungsorgan, Verfassungsorgane","constitutional body , نهاد قانون اساسی",Welches Organ gehört nicht zu den Verfassungsorganen Deutschlands?,noun,question,48,1,"en,fa"
verfassungswidrig,verfassungswidrig,"unconstitutional , خلاف قانون اساسی",verfassungswidrig.,word,answer,20,1,"en,fa"
verfolgen,verfolgen,"pursue , مسیر","Eine Partei in Deutschland verfolgt das Ziel, eine Diktatur zu errichten. Sie ist dann …",verb,question,20,1,"en,fa"
vergebung,"die Vergebung, Vergebungen","forgiveness , بخشش",Er bat Polen und die polnischen Juden um Vergebung.,noun,answer,181,1,"en,fa"
verhaften,verhaften,"arrest , دستگیری",Menschen von einer Privatpolizei ohne Grund verhaftet werden.,verb,answer,51,1,"en,fa"
verhalten,"das Verhalten, Verhalten","behave , رفتار کن",Was ist ein Beispiel für antisemitisches Verhalten?,noun,question,149,1,"en,fa"
verhältniswahlrecht,"das Verhältniswahlrecht, Verhältniswahlrechte","proportional representation , نمایندگی متناسب",Mehrheits- und Verhältniswahlrecht.,noun,answer,120,1,"en,fa"
verkehr,"der Verkehr, Verkehre","traffic , ترافیک",Die Sowjetunion unterbrach den gesamten Verkehr auf dem Landwege.,noun,answer,178,1,"en,fa"
verletzen,verletzen,"injure , زخمی کردن",Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …,verb,question,281,1,"en,fa"
vernichtung,"die Vernichtung, Vernichtungen","destruction , تخریب",der öffentliche Aufruf zur Vernichtung Israels,noun,answer,111,1,"en,fa"
versorgen,versorgen,"supply , مراقبت از",Vom Juni 1948 bis zum Mai 1949 wurden die Bürgerinnen und Bürger von West-Berlin durch eine Luftbrücke versorgt. Welcher Umstand war dafür verantwortlich?,verb,question,178,1,"en,fa"
verstehen,verstehen,"understand , درک کنند","Was versteht man unter dem Recht der ""Freizügigkeit"" in Deutschland?",verb,question,19,1,"en,fa"
verstoßen,verstoßen,"violated , نقض شده است","In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, …",verb,question,263,1,"en,fa"
verteilen,verteilen,"distribute , توزیع کنید",Wie waren die Besatzungszonen Deutschlands nach 1945 verteilt?,verb,question,176,1,"en,fa"
verwaltungsaufbau,Verwaltungsaufbau,"administrative structure , ساختار اداری",Die Bundesrepublik Deutschland hat einen dreistufigen Verwaltungsaufbau. Wie heißt die unterste politische Stufe?,word,question,69,1,"en,fa"
vielleicht,vielleicht,"perhaps , شاید",Sie kann die Theorie-Prüfung vielleicht in ihrer Muttersprache machen. Es gibt mehr als zehn Sprachen zur Auswahl.,word,answer,268,1,"en,fa"
volksaufstand,Volksaufstand,"popular uprising , قیام مردمی",landesweite Streiks und ein Volksaufstand,word,answer,210,1,"en,fa"
volkshochschule,"die Volkshochschule, Volkshochschulen","adult education center , کالج جامعه",Die Volkshochschule in Deutschland ist eine Einrichtung …,noun,question,270,1,"en,fa"
voll,vollem,"full , پر",Wie heißt Deutschland mit vollem Namen?,word,question,212,1,"en,fa"
volljährig,volljährig,"of legal age , سن قانونی",Ab welchem Alter ist man in Deutschland volljährig?,word,question,246,1,"en,fa"
volljähriger,der Volljähriger,"of age , بالغ",Sie müssen die Entscheidung der volljährigen Tochter respektieren.,noun,answer,267,1,"en,fa"
voneinander,voneinander,"from each other , از یکدیگر",sind Staat und Religionsgemeinschaften voneinander getrennt.,word,answer,33,1,"en,fa"
vorhang,"der Vorhang, Vorhänge","curtain , پرده","Wofür stand der Ausdruck ""Eiserner Vorhang""? Für die Abschottung …",noun,question,185,1,"en,fa"
vorher,vorher,"before , قبلا",Maik und Sybille wollen mit Freunden an ihrem deutschen Wohnort eine Demonstration auf der Straße abhalten. Was müssen sie vorher tun?,word,question,243,1,"en,fa"
wahlbenachrichtigung,"die Wahlbenachrichtigung, Wahlbenachrichtigungen","election notification , اطلاعیه انتخابات",eine Wahlbenachrichtigung von der Gemeinde,noun,answer,126,1,"en,fa"
wahlgesetz,Wahlgesetz,"electoral law , قانون انتخابات","Warum gibt es die 5%-Hürde im Wahlgesetz der Bundesrepublik Deutschland? Es gibt sie, weil …",word,question,127,1,"en,fa"
wahlhelferin,Wahlhelferin,"election assistant , کارگر نظرسنجی",Wahlhelferin/Wahlhelfer,word,answer,282,1,"en,fa"
wahlsystem,"das Wahlsystem, Wahlsysteme","voting system , سیستم انتخاباتی",Das Wahlsystem in Deutschland ist ein …,noun,question,120,1,"en,fa"
wappentier,"das Wappentier, Wappentiere","heraldic animal , حیوان هرالدیک",Welches Tier ist das Wappentier der Bundesrepublik Deutschland?,noun,question,29,1,"en,fa"
wechseln,wechseln,"change , تغییر دهید","Wenn Abgeordnete im Deutschen Bundestag ihre Fraktion wechseln, …",verb,question,98,1,"en,fa"
weg,"der Weg, Wege","away , دور",Niemand darf z.B. wegen einer Behinderung benachteiligt werden.,noun,answer,262,1,"en,fa"
wehren,wehren,"defend , دفاع کند","Wenn Sie sich in Deutschland gegen einen falschen Steuerbescheid wehren wollen, müssen Sie …",verb,question,280,1,"en,fa"
weiter,weiter,"more , بیشتر",Erwachsene müssen auch nach der Ausbildung immer weiter lernen.,word,answer,284,1,"en,fa"
weiterbildung,die Weiterbildung,"further education , ادامه تحصیل",zur Weiterbildung.,noun,answer,270,1,"en,fa"
weiß,das Weiß,"white , سفید",weiß-rot,noun,answer,BE-5,1,"en,fa"
welcch,Welchem,"which , که",Welchem Grundsatz unterliegen Wahlen in Deutschland? Wahlen in Deutschland sind …,word,question,122,1,"en,fa"
welche,Welche,"which , که",Welche ist die Flagge der Europäischen Union?,word,question,226,1,"en,fa"
welchen,Welchen,"which , کدام ها","Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?",word,question,244,1,"en,fa"
wem,wem,"to whom , چه کسی","Zu wem gehörte die DDR im ""Kalten Krieg""?",word,question,202,1,"en,fa"
wende,"die Wende, Wenden","turn , چرخش","Warum nennt man die Zeit im Herbst 1989 in der DDR ""Die Wende""? In dieser Zeit veränderte sich die DDR politisch …",noun,question,196,1,"en,fa"
weste,"die Weste, Westen","vest , جلیقه",des Warschauer Pakts gegen den Westen,noun,answer,185,1,"en,fa"
widerspruch,"der Widerspruch, Widersprüche","contradiction , تناقض",Ich lege Widerspruch bei der Behörde ein.,noun,answer,283,1,"en,fa"
wirken,wirken,"work , کار می کند",Die deutschen Bundesländer wirken an der Gesetzgebung des Bundes mit durch …,verb,question,90,1,"en,fa"
wirtschaftlich,wirtschaftlichem,"economic , از نظر اقتصادی","Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …",word,question,102,1,"en,fa"
wirtschaftsform,"die Wirtschaftsform, Wirtschaftsformen","economic form , فرم اقتصادی",Die Wirtschaftsform in Deutschland nennt man …,noun,question,50,1,"en,fa"
wirtschaftssystem,"das Wirtschaftssystem, Wirtschaftssysteme","economic system , سیستم اقتصادی",Wie hieß das Wirtschaftssystem der DDR?,noun,question,203,1,"en,fa"
wirtschaftswunder,"das Wirtschaftswunder, Wirtschaftswunder","economic miracle , معجزه اقتصادی","Wann war in der Bundesrepublik Deutschland das ""Wirtschaftswunder""?",noun,question,183,1,"en,fa"
wissen,wissen,"know , دانش",Die Frau bekommt ein Kind und ihr Chef weiß das.,verb,answer,104,1,"en,fa"
woche,"die Woche, Wochen","week , هفته",In Deutschland nennt man die letzten vier Wochen vor Weihnachten …,noun,question,296,1,"en,fa"
wofür,Wofür,"for what , برای چه","Wofür stand der Ausdruck ""Eiserner Vorhang""? Für die Abschottung …",word,question,185,1,"en,fa"
wohin,Wohin,"where to , کجا","Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?",word,question,265,1,"en,fa"
woraus,Woraus,"from which , از چه چیزی",Woraus begründet sich Deutschlands besondere Verantwortung für Israel?,word,question,288,1,"en,fa"
wort,"das Wort, Worte","word , کلمه",Mit welchen Worten beginnt die deutsche Nationalhymne?,noun,question,40,1,"en,fa"
wählermehrheit,Wählermehrheit,"voter majority , اکثریت رای دهندگان",nach dem Willen der Wählermehrheit den Wechsel der Regierung zu ermöglichen.,word,answer,125,1,"en,fa"
zehn,"die Zehn, Zehnen","ten , ده",Sie kann die Theorie-Prüfung vielleicht in ihrer Muttersprache machen. Es gibt mehr als zehn Sprachen zur Auswahl.,noun,answer,268,1,"en,fa"
zeigen,zeigen,"show , نشان می دهد",Was zeigt dieses Bild?,verb,question,55,1,"en,fa"
zeitraum,"der Zeitraum, Zeiträume","period , دوره",In welchem Zeitraum gab es die Deutsche Demokratische Republik (DDR)?,noun,question,217,1,"en,fa"
zirkel,"der Zirkel, Zirkel","circle , دایره","Welcher deutsche Staat hatte eine schwarz-rot-goldene Flagge mit Hammer, Zirkel und Ährenkranz?",noun,question,187,1,"en,fa"
zuerst,zuerst,"first , اول","Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?",word,question,265,1,"en,fa"
zukunft,"die Zukunft, Zukünfte","future , آینده","Was man für die Arbeit können muss, ändert sich in Zukunft sehr schnell. Was kann man tun?",noun,question,284,1,"en,fa"
zurzeit,zurzeit,"currently , در حال حاضر",Die beiden größten Fraktionen im Deutschen Bundestag heißen zurzeit …,word,question,73,1,"en,fa"
zusammenleben,zusammenleben,"live together , با هم زندگی کنید",Wer darf in Deutschland nicht als Paar zusammenleben?,verb,question,245,1,"en,fa"
zusammenschluss,"der Zusammenschluss, Zusammenschlüsse","merger , ادغام",Der Begriff meint den Zusammenschluss europäischer Staaten zur EU.,noun,answer,231,1,"en,fa"
zuständiger,der Zuständiger,"responsible , مسئولیت پذیرتر",eine Gaststättenerlaubnis von der zuständigen Behörde,noun,answer,256,1,"en,fa"
zwangsarbeit,"die Zwangsarbeit, Zwangsarbeiten","forced labor , کار اجباری",Zwangsarbeit,noun,answer,15,1,"en,fa"
zweijährig,zweijähriges,"biennial , دوسالانه","Eine Frau, die ein zweijähriges Kind hat, bewirbt sich in Deutschland um eine Stelle. Was ist ein Beispiel für Diskriminierung? Sie bekommt die Stelle nur deshalb nicht, weil sie …",word,question,277,1,"en,fa"
ährenkranz,Ährenkranz,"spike wreath , تاج گل گوش","Welcher deutsche Staat hatte eine schwarz-rot-goldene Flagge mit Hammer, Zirkel und Ährenkranz?",word,question,187,1,"en,fa"
ändern,ändern,"Change , تغییر دهید","Was man für die Arbeit können muss, ändert sich in Zukunft sehr schnell. Was kann man tun?",verb,question,284,1,"en,fa"
östlich,östlichen,"east , شرق",Die heutigen fünf östlichen Bundesländer sind der Bundesrepublik Deutschland beigetreten.,word,answer,204,1,"en,fa"
übernehmen,übernehmen,"take over , تصاحب","Welches Ehrenamt müssen deutsche Staatsbürgerinnen und Staatsbürger übernehmen, wenn sie dazu aufgefordert werden?",verb,question,282,1,"en,fa"
überwachen,überwachen,"monitor , نظارت کنید",die Einhaltung von Gesetzen zu überwachen,verb,answer,148,1,"en,fa"
